pair_id,strategy_model,assumed_model,total_turnover,total_notional_turnover,max_participation_rate,mean_participation_rate,total_internal_proxy_cost,total_internal_proxy_net_pnl
8,OW_transient_proxy,OW_transient,270535554.69385916,36172175883.71917,0.01,0.00016984920312196577,518936.6554180837,28151864.863566376
8,reduced_form_proxy,reduced_form,302590614.8531339,37335749029.778496,0.01,0.00019195537414329333,468924.1554366433,28927434.677905332
