pair_id,scenario_name,scenario_type,total_gross_pnl,total_net_pnl,total_signed_impact_cost_normalized,total_quadratic_impact_cost_normalized,mean_daily_net_pnl,std_daily_net_pnl,daily_sharpe,annualized_sharpe,total_signed_volume_turnover,total_notional_turnover,average_daily_turnover_shares,average_daily_turnover_notional,total_normalized_turnover,max_participation_rate,mean_participation_rate,max_drawdown,max_daily_drawdown,max_abs_position,max_abs_impact,number_of_trades,number_of_stock_days,mean_abs_trade,median_abs_trade,rows,rows_with_scaling,rows_skipped_due_to_missing_scaling,strategy_model
10,signal_delay_1m_OW_transient_proxy,signal_delay_stress,22748795.907256737,22283330.28519772,0.0,465465.62205901486,1114166.514259886,504299.6806966722,2.2093341655911902,35.072092591156114,321712761.4750909,63245789398.74598,16085638.073754545,3162289469.937299,212.91830659890627,0.01,0.0002476724474411974,-452256.4398187697,0.0,441368.69137728127,0.07629368433798361,776743,400,374.2251583735414,195.8281440364044,859677,859677,0,OW_transient_proxy
