pair_id,n_rows,n_stocks,number_of_unique_dates,total_gross_pnl,total_net_pnl,total_signed_impact_cost_normalized,total_quadratic_impact_cost_normalized,mean_daily_net_pnl,std_daily_net_pnl,daily_sharpe,annualized_sharpe,total_signed_volume_turnover,total_notional_turnover,average_daily_turnover_shares,average_daily_turnover_notional,total_normalized_turnover,max_participation_rate,mean_participation_rate,max_drawdown,max_daily_drawdown,max_abs_position,max_abs_impact,number_of_trades,number_of_stock_days,mean_abs_trade,median_abs_trade,rows,rows_with_scaling,rows_skipped_due_to_missing_scaling
1,846332,20,19,22170316.151853904,22170316.151852123,1.7818775405066933e-06,5.264519429651639e-06,1166858.7448343227,453939.8823535489,2.5705138283609115,40.80564198897325,6447507207.090933,456110917480.5951,339342484.5837334,24005837762.13658,2.3711996609601513,0.01,0.0066169157297863886,-5681373.559779426,0.0,462046.46190476196,5.5244336083640195e-05,669454,380,7618.177272147258,2130.778436815739,846332,846332,0
