pair_id,strategy_model,assumed_model,total_turnover,total_notional_turnover,max_participation_rate,mean_participation_rate,total_internal_proxy_cost,total_internal_proxy_net_pnl
2,OW_transient_proxy,OW_transient,388692970.2260044,49946290252.60051,0.010000000000000002,0.00019045917741368587,605087.3066457817,42379923.398321114
2,reduced_form_proxy,reduced_form,383711198.98846376,50261317778.41704,0.010000000000000002,0.00020720386178836088,558419.4659204594,41531132.82744758
