trigger,mode,events,event_rate_pct,ow_eval_pnl_m,degradation_m,cap_violation_pct,residual_after_first
deterministic_daily,hard_block,380,100.0,21.35455714830091,-11.044064634965249,55.26315789473685,0
deterministic_daily,capped_with_residual,380,100.0,21.880352965952376,-10.518268817313785,0.0,210
probabilistic_daily,hard_block,33,8.68421052631579,30.636359075219765,-1.7622627080463915,51.515151515151516,0
probabilistic_daily,capped_with_residual,33,8.68421052631579,30.624553452940404,-1.7740683303257525,0.0,17
