pair_id,scenario_name,scenario_type,total_gross_pnl,total_net_pnl,total_signed_impact_cost_normalized,total_quadratic_impact_cost_normalized,mean_daily_net_pnl,std_daily_net_pnl,daily_sharpe,annualized_sharpe,total_signed_volume_turnover,total_notional_turnover,average_daily_turnover_shares,average_daily_turnover_notional,total_normalized_turnover,max_participation_rate,mean_participation_rate,max_drawdown,max_daily_drawdown,max_abs_position,max_abs_impact,number_of_trades,number_of_stock_days,mean_abs_trade,median_abs_trade,rows,rows_with_scaling,rows_skipped_due_to_missing_scaling,strategy_model
9,signal_delay_1m_OW_transient_proxy,signal_delay_stress,81448779.41682537,80909876.65543163,0.0,538902.7613937248,3517820.7241492025,975071.1810885514,3.6077578666841252,57.271380634698694,437137764.43280625,116310484362.10951,19005989.757948097,5056977580.961283,276.69629485255217,0.01,0.00027069578146482145,-778563.546169281,0.0,934082.2576840258,0.07406567037092197,899469,460,427.6578723758508,188.2342457855557,1022167,1022167,0,OW_transient_proxy
