pair_id,scenario_name,scenario_type,fixed_path_strategy_model,total_fitted_cost_ow_regression,total_abs_fitted_cost_ow_regression,net_pnl_under_ow_regression_eval,mean_abs_marginal_impact_ow_regression_bps,total_fitted_cost_reduced_form,total_abs_fitted_cost_reduced_form,net_pnl_under_reduced_form_eval,mean_abs_marginal_impact_reduced_form_bps,total_cost_difference_rf_minus_ow,net_pnl_difference_rf_minus_ow,degradation_rf_vs_ow,corr_between_ow_and_rf_marginal_impact
9,impact_evaluator_sensitivity_same_OW_transient_proxy_trade_path,impact_evaluator_sensitivity,OW_transient_proxy,1445091.0265994542,2399431.2990833707,104096519.5225727,0.16441194437528092,2531299.723401397,7292498.058087418,103010310.82577074,0.31591958158038075,1086208.696801943,-1086208.6968019605,-1086208.6968019605,0.4139591635551616
