pair_id,scenario_name,scenario_type,fixed_path_strategy_model,total_fitted_cost_ow_regression,total_abs_fitted_cost_ow_regression,net_pnl_under_ow_regression_eval,mean_abs_marginal_impact_ow_regression_bps,total_fitted_cost_reduced_form,total_abs_fitted_cost_reduced_form,net_pnl_under_reduced_form_eval,mean_abs_marginal_impact_reduced_form_bps,total_cost_difference_rf_minus_ow,net_pnl_difference_rf_minus_ow,degradation_rf_vs_ow,corr_between_ow_and_rf_marginal_impact
4,impact_evaluator_sensitivity_same_OW_transient_proxy_trade_path,impact_evaluator_sensitivity,OW_transient_proxy,543748.3923165757,1480661.791054611,54565155.5816332,0.16576096862696635,289065.023987115,4400385.756758571,54819838.94996266,0.31149222445631575,-254683.3683294607,254683.36832945794,254683.36832945794,0.5308921177115207
