pair_id,scenario_name,scenario_type,total_gross_pnl,total_net_pnl,total_signed_impact_cost_normalized,total_quadratic_impact_cost_normalized,mean_daily_net_pnl,std_daily_net_pnl,daily_sharpe,annualized_sharpe,total_signed_volume_turnover,total_notional_turnover,average_daily_turnover_shares,average_daily_turnover_notional,total_normalized_turnover,max_participation_rate,mean_participation_rate,max_drawdown,max_daily_drawdown,max_abs_position,max_abs_impact,number_of_trades,number_of_stock_days,mean_abs_trade,median_abs_trade,rows,rows_with_scaling,rows_skipped_due_to_missing_scaling,strategy_model
5,signal_delay_1m_OW_transient_proxy,signal_delay_stress,42723174.43030292,42052009.74785219,0.0,671164.6824507327,2102600.487392609,1680046.823051785,1.2515130284126608,19.86715341442328,319375602.80808,71994403308.14723,15968780.140403997,3599720165.407361,173.53088133013594,0.01,0.00020035940659155887,-1086811.5175551549,0.0,866118.2308531728,0.11115535728726882,781452,400,368.75226915208214,136.34241714687778,866098,866098,0,OW_transient_proxy
