pair_id,scenario_name,scenario_type,total_gross_pnl,total_net_pnl,total_signed_impact_cost_normalized,total_quadratic_impact_cost_normalized,mean_daily_net_pnl,std_daily_net_pnl,daily_sharpe,annualized_sharpe,total_signed_volume_turnover,total_notional_turnover,average_daily_turnover_shares,average_daily_turnover_notional,total_normalized_turnover,max_participation_rate,mean_participation_rate,max_drawdown,max_daily_drawdown,max_abs_position,max_abs_impact,number_of_trades,number_of_stock_days,mean_abs_trade,median_abs_trade,rows,rows_with_scaling,rows_skipped_due_to_missing_scaling,strategy_model
3,signal_delay_1m_OW_transient_proxy,signal_delay_stress,23901459.690911315,23263933.060081214,0.0,637526.6308301074,1107806.3361943434,750268.7444795307,1.476546030133296,23.439441570434308,392760326.94876546,43840874288.81396,18702872.711845975,2087660680.4197118,170.6715864596332,0.01,0.00018423297580892842,-1015129.4801789932,0.0,673306.5651906166,0.3963032091764536,864347,420,423.9686600122686,175.40807457502706,926390,926390,0,OW_transient_proxy
