pair_id,scenario_name,scenario_type,total_gross_pnl,total_net_pnl,total_signed_impact_cost_normalized,total_quadratic_impact_cost_normalized,mean_daily_net_pnl,std_daily_net_pnl,daily_sharpe,annualized_sharpe,total_signed_volume_turnover,total_notional_turnover,average_daily_turnover_shares,average_daily_turnover_notional,total_normalized_turnover,max_participation_rate,mean_participation_rate,max_drawdown,max_daily_drawdown,max_abs_position,max_abs_impact,number_of_trades,number_of_stock_days,mean_abs_trade,median_abs_trade,rows,rows_with_scaling,rows_skipped_due_to_missing_scaling,strategy_model
11,signal_delay_1m_OW_transient_proxy,signal_delay_stress,23911579.58997645,23411212.244789742,0.0,500367.345186706,1232169.0655152495,672680.4405182198,1.8317301816684466,29.07781517799524,328052252.2326634,66554747786.06281,17265908.012245443,3502881462.424359,279.2667940064666,0.01,0.0003504335377121192,-524997.4633750021,0.0,724420.4490614355,0.04308056480852702,660025,380,411.6512015447805,200.63202967971029,796918,796918,0,OW_transient_proxy
