pair_id,scenario_name,scenario_type,total_gross_pnl,total_net_pnl,total_signed_impact_cost_normalized,total_quadratic_impact_cost_normalized,mean_daily_net_pnl,std_daily_net_pnl,daily_sharpe,annualized_sharpe,total_signed_volume_turnover,total_notional_turnover,average_daily_turnover_shares,average_daily_turnover_notional,total_normalized_turnover,max_participation_rate,mean_participation_rate,max_drawdown,max_daily_drawdown,max_abs_position,max_abs_impact,number_of_trades,number_of_stock_days,mean_abs_trade,median_abs_trade,rows,rows_with_scaling,rows_skipped_due_to_missing_scaling,total_fitted_cost_ow_regression,total_abs_fitted_cost_ow_regression,net_pnl_under_ow_regression_eval,mean_abs_marginal_impact_ow_regression_bps,total_fitted_cost_reduced_form,total_abs_fitted_cost_reduced_form,net_pnl_under_reduced_form_eval,mean_abs_marginal_impact_reduced_form_bps,liquidation_mode,number_of_liquidation_events,number_fully_liquidated_immediately,number_fully_liquidated_eventually,number_with_residual_after_first_liquidation,number_with_overnight_residual,max_residual_position,total_abs_residual_position,mean_time_to_liquidate_minutes,max_time_to_liquidate_minutes,total_alpha_trades_suppressed_due_to_liquidation,hard_block_cap_violation_rate
1,forced_liq_hard_block_stop_OW,forced_liquidation_stress,14487073.023000939,14487073.023000939,0.0,0.0,762477.5275263652,394716.27076545113,1.9317104056737648,30.664952030450856,2425080337.420536,169919044249.79636,127635807.23265982,8943107592.094545,2.3711996609601513,0.05000000000000001,0.002471619194091476,-3843124.4875009013,0.0,462046.46190476196,5.5244336083640195e-05,244293,380,2865.400738032517,0.0,846332,846332,0,29060345.50006572,29608619.814113706,-14573272.477064788,0.4962152380087014,30142321.932493947,31049722.477429904,-15655248.909493007,0.5286553596670074,hard_block,380,380,380,0,0,0.0,0.0,0.0,0.0,425230,0.8552278820375335
1,forced_liq_capped_residual_stop_OW,forced_liquidation_stress,14473063.672774369,14473063.672774369,0.0,0.0,761740.193303914,395383.1701602884,1.9265872975703655,30.58362521056309,2425080337.420536,169919101733.58148,127635807.23265982,8943110617.556921,2.3711996609601513,0.01,0.002471619194091476,-3859668.0386876045,0.0,462046.46190476196,5.5244336083640195e-05,245198,380,2865.400738032517,0.0,846332,846332,0,28505671.222357415,29055912.751052458,-14032607.549583044,0.4960079297770141,29530050.837543204,30457584.212004952,-15056987.164768836,0.5284515121855811,capped_with_residual,380,61,380,319,0,6.548361852765083e-11,3.9881342672742903e-10,0.4263157894736842,1.5,425534,0.0
