pair_id,scenario_name,scenario_type,fixed_path_strategy_model,total_fitted_cost_ow_regression,total_abs_fitted_cost_ow_regression,net_pnl_under_ow_regression_eval,mean_abs_marginal_impact_ow_regression_bps,total_fitted_cost_reduced_form,total_abs_fitted_cost_reduced_form,net_pnl_under_reduced_form_eval,mean_abs_marginal_impact_reduced_form_bps,total_cost_difference_rf_minus_ow,net_pnl_difference_rf_minus_ow,degradation_rf_vs_ow,corr_between_ow_and_rf_marginal_impact
5,impact_evaluator_sensitivity_same_OW_transient_proxy_trade_path,impact_evaluator_sensitivity,OW_transient_proxy,706812.7298723895,1733281.6042150506,60086411.03858112,0.1819416192196303,341852.9858573532,2932548.8280001846,60451370.782596156,0.26074620882163546,-364959.7440150362,364959.744015038,364959.744015038,0.5589808240039719
